Condition	Frequency	Block	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7	TaskObject#8	TaskObject#9	TaskObject#10	TaskObject#11
77	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_01.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_118.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_63.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_164.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_86.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_185.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_83.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_179.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_37.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_199.png,-3.00,-3.00,252.27,252.27)
78	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_10.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_194.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_64.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_119.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_07.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_168.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_29.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_102.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_18.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_193.png,-3.00,-3.00,252.27,252.27)
79	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_33.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_141.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_03.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_147.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_79.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_109.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_84.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_165.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_93.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_128.png,-3.00,-3.00,252.27,252.27)
80	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_71.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_131.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_30.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_200.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_85.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_111.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_08.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_153.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_12.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_114.png,-3.00,-3.00,252.27,252.27)
81	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_72.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_171.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_60.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_132.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_65.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_160.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_94.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_199.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_16.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_183.png,-3.00,-3.00,252.27,252.27)
82	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_24.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_105.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_38.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_148.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_71.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_144.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_81.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_163.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_34.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_131.png,-3.00,-3.00,252.27,252.27)
83	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_40.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_156.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_77.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_111.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_51.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_113.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_04.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_175.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_41.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_151.png,-3.00,-3.00,252.27,252.27)
84	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_05.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_102.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_69.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_150.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_79.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_169.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_70.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_147.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_02.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_182.png,-3.00,-3.00,252.27,252.27)
85	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_80.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_139.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_82.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_170.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_32.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_180.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_99.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_103.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_83.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_133.png,-3.00,-3.00,252.27,252.27)
86	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_92.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_118.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_53.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_123.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_84.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_191.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_26.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_134.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_23.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_165.png,-3.00,-3.00,252.27,252.27)
87	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_93.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_122.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_87.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_116.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_29.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_126.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_12.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_112.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_36.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_189.png,-3.00,-3.00,252.27,252.27)
88	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_88.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_104.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_54.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_167.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_59.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_109.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_43.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_107.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_35.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_168.png,-3.00,-3.00,252.27,252.27)
89	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_98.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_188.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_66.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_125.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_86.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_129.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_85.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_130.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_07.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_179.png,-3.00,-3.00,252.27,252.27)
90	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_17.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_198.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_22.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_124.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_18.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_138.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_27.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_146.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_58.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_195.png,-3.00,-3.00,252.27,252.27)
91	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_39.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_154.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_73.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_164.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_62.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_119.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_46.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_158.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_49.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_166.png,-3.00,-3.00,252.27,252.27)
92	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_63.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_127.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_31.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_178.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_56.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_121.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_37.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_110.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_76.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_196.png,-3.00,-3.00,252.27,252.27)
93	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_28.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_187.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_91.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_135.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_97.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_173.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_10.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_152.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_20.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_185.png,-3.00,-3.00,252.27,252.27)
94	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_44.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_159.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_64.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_145.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_100.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_106.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_78.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_117.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_06.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_155.png,-3.00,-3.00,252.27,252.27)
95	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_30.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_186.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_08.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_142.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_50.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_128.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_74.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_143.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_61.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_162.png,-3.00,-3.00,252.27,252.27)
96	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_01.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_181.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_19.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_114.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_47.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_141.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_68.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_140.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_90.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_184.png,-3.00,-3.00,252.27,252.27)
97	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_96.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_193.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_03.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_177.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_75.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_161.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_13.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_192.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_11.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_190.png,-3.00,-3.00,252.27,252.27)
98	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_09.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_149.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_48.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_120.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_57.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_194.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_25.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_200.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_67.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_115.png,-3.00,-3.00,252.27,252.27)
99	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_33.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_153.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_42.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_176.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_21.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_172.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_55.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_174.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_15.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_137.png,-3.00,-3.00,252.27,252.27)
100	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_89.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_197.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_95.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_157.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_52.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_136.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_45.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_108.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_14.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_101.png,-3.00,-3.00,252.27,252.27)
101	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_54.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_103.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_32.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_178.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_09.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_107.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_47.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_128.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_64.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_187.png,-3.00,-3.00,252.27,252.27)
102	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_26.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_140.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_52.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_127.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_88.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_123.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_49.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_138.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_23.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_121.png,-3.00,-3.00,252.27,252.27)
103	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_65.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_155.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_98.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_147.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_61.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_195.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_08.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_197.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_17.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_117.png,-3.00,-3.00,252.27,252.27)
104	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_25.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_132.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_63.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_122.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_11.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_125.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_97.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_134.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_62.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_111.png,-3.00,-3.00,252.27,252.27)
105	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_21.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_182.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_04.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_116.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_44.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_190.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_77.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_112.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_42.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_181.png,-3.00,-3.00,252.27,252.27)
106	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_19.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_193.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_41.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_131.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_78.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_162.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_99.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_174.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_75.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_166.png,-3.00,-3.00,252.27,252.27)
107	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_93.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_133.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_28.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_153.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_68.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_188.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_91.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_179.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_02.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_168.png,-3.00,-3.00,252.27,252.27)
108	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_13.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_199.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_22.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_108.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_37.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_148.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_30.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_139.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_07.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_159.png,-3.00,-3.00,252.27,252.27)
109	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_69.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_170.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_81.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_142.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_96.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_189.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_10.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_114.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_43.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_145.png,-3.00,-3.00,252.27,252.27)
110	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_95.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_124.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_87.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_171.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_80.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_141.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_40.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_135.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_57.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_165.png,-3.00,-3.00,252.27,252.27)
111	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_48.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_163.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_85.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_129.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_16.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_198.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_39.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_185.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_84.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_152.png,-3.00,-3.00,252.27,252.27)
112	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_86.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_167.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_82.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_115.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_06.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_184.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_66.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_137.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_38.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_157.png,-3.00,-3.00,252.27,252.27)
113	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_60.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_186.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_31.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_180.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_01.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_113.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_24.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_102.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_05.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_172.png,-3.00,-3.00,252.27,252.27)
114	1	1	stimulus_show10img	fix(0.00,0.00)	pic(rf_10X10_29.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_109.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_76.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_183.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_72.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_151.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_79.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_191.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_55.png,-3.00,-3.00,252.27,252.27)	pic(rf_10X10_110.png,-3.00,-3.00,252.27,252.27)
